[2025-07-30 17:25:54] INFO: CheckM v1.2.4
[2025-07-30 17:25:54] INFO: checkm qa /projects/somicrobiology/data/CRBC_CropMicrobiomeBacteria/ketao/checkm_output_all/lineage.ms /projects/somicrobiology/data/CRBC_CropMicrobiomeBacteria/ketao/checkm_output_all
[2025-07-30 17:25:54] INFO: CheckM data: /home/qfh739/miniconda3/envs/checkm/checkm_data
[2025-07-30 17:25:54] INFO: [CheckM - qa] Tabulating genome statistics.
[2025-07-30 17:25:54] INFO: Calculating AAI between multi-copy marker genes.
[2025-07-30 17:33:20] INFO: Reading HMM info from file.
[2025-07-30 17:38:52] INFO: Parsing HMM hits to marker genes:
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                 Marker lineage            # genomes   # markers   # marker sets    0     1      2    3    4    5+   Completeness   Contamination   Strain heterogeneity  
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  SRR31386808    o__Rhodospirillales (UID3754)         63         336           201         0    336     0    0    0    0       100.00           0.00               0.00          
  SRR31386802       o__Rhizobiales (UID3449)          345         431           258         0    429     2    0    0    0       100.00           0.48               0.00          
  SRR31386801       o__Rhizobiales (UID3642)          107         485           316         0    484     1    0    0    0       100.00           0.16               0.00          
  SRR31386800             root (UID1)                 5656         56            24         0     0      55   1    0    0       100.00          104.17             41.38          
  SRR31386799     o__Actinomycetales (UID1663)        488         309           185         0    309     0    0    0    0       100.00           0.00               0.00          
  SRR31386798    o__Rhodospirillales (UID3754)         63         336           201         0    335     1    0    0    0       100.00           0.50               0.00          
  SRR31386797     g__Bradyrhizobium (UID3699)          37         824           336         0    823     0    1    0    0       100.00           0.60               0.00          
  SRR31386796    o__Flavobacteriales (UID2815)        123         324           204         0    324     0    0    0    0       100.00           0.00               0.00          
  SRR31386794       o__Rhizobiales (UID3449)          345         431           258         0    430     1    0    0    0       100.00           0.39               0.00          
  SRR31386790    f__Xanthomonadaceae (UID4214)         55         659           290         0    657     1    1    0    0       100.00           0.57               0.00          
  SRR31386789       o__Rhizobiales (UID3449)          345         430           257         0    430     0    0    0    0       100.00           0.00               0.00          
  SRR31386788       o__Rhizobiales (UID3449)          345         431           258         0    428     3    0    0    0       100.00           0.71               0.00          
  SRR31386787     o__Burkholderiales (UID4000)        193         426           213         0    426     0    0    0    0       100.00           0.00               0.00          
  SRR31386783         k__Bacteria (UID203)            5449        104            58         0     2     102   0    0    0       100.00          96.55               0.00          
  SRR31386777      f__Rhizobiaceae (UID3563)           81         808           337         0    804     4    0    0    0       100.00           0.26               0.00          
  SRR31386775    o__Flavobacteriales (UID2815)        123         324           204         0    324     0    0    0    0       100.00           0.00               0.00          
  SRR31386773     o__Burkholderiales (UID4000)        193         427           214         0    423     4    0    0    0       100.00           1.64               0.00          
  SRR31386772     o__Burkholderiales (UID4000)        193         427           214         0    423     4    0    0    0       100.00           1.64               0.00          
  SRR31386770     o__Burkholderiales (UID4000)        193         427           214         0    426     1    0    0    0       100.00           0.03               0.00          
  SRR31386765    o__Rhodospirillales (UID3754)         63         336           201         0    336     0    0    0    0       100.00           0.00               0.00          
  SRR31386764   c__Alphaproteobacteria (UID3422)       26         529           308         0    529     0    0    0    0       100.00           0.00               0.00          
  SRR31386761         k__Bacteria (UID203)            5449        104            58         0     1     103   0    0    0       100.00          98.28               0.00          
  SRR31386760     o__Burkholderiales (UID4000)        193         427           214         0    424     3    0    0    0       100.00           1.17               0.00          
  SRR31386750         k__Bacteria (UID203)            5449        104            58         0     0     103   1    0    0       100.00          101.72              0.00          
  SRR31386745             root (UID1)                 5656         56            24         0     0      56   0    0    0       100.00          100.00             14.29          
  SRR31386743    o__Sphingomonadales (UID3310)         26         569           293         0    566     3    0    0    0       100.00           0.54               0.00          
  SRR31386737   c__Alphaproteobacteria (UID3422)       26         529           308         0    527     2    0    0    0       100.00           0.49               0.00          
  SRR31386736   c__Alphaproteobacteria (UID3422)       26         529           308         0    527     2    0    0    0       100.00           0.49               0.00          
  SRR31386734             root (UID1)                 5656         56            24         0     0      56   0    0    0       100.00          100.00              1.79          
